date,product_id,category,state,city,store_format,season,price,discount,past_sales,stock_on_hand,reorder_level,lead_time_days,demand
2024-10-26,IN-SKU-10767,Staples,Tamil Nadu,Chennai,Hypermarket,festival,246.98,32,70.0,124,90,4,221.14
2023-02-23,IN-SKU-10768,Personal Care,Delhi NCR,Noida,Convenience Store,winter,645.37,9,213.0,302,51,8,171.89
2024-12-09,IN-SKU-10769,Personal Care,Maharashtra,Nagpur,Hypermarket,winter,520.78,11,198.0,173,174,4,183.44
2025-10-06,IN-SKU-10770,Electronics,Tamil Nadu,Coimbatore,Convenience Store,festival,27099.42,29,55.0,272,164,5,17.6
2023-10-18,IN-SKU-10771,Perishables,Telangana,Warangal,Online,festival,112.77,22,72.0,250,150,5,197.85
2025-10-18,IN-SKU-10772,FMCG,Karnataka,Bengaluru,Convenience Store,festival,270.45,22,252.0,164,165,8,279.83
2023-11-19,IN-SKU-10773,Home Care,Karnataka,Mysuru,Supermarket,festival,606.64,1,231.0,407,129,2,197.29
2024-02-29,IN-SKU-10774,Personal Care,Tamil Nadu,Coimbatore,Convenience Store,winter,105.82,12,21.0,43,122,2,123.31
2025-04-16,IN-SKU-10775,Home Care,Delhi NCR,Delhi,Online,summer,572.41,21,137.0,365,165,6,130.38
2023-04-08,IN-SKU-10776,Staples,Delhi NCR,Gurugram,Online,summer,319.95,24,263.0,41,61,9,248.91
2024-08-12,IN-SKU-10777,FMCG,Maharashtra,Nagpur,Convenience Store,monsoon,136.0,40,310.0,172,113,9,284.61
2023-02-08,IN-SKU-10778,Electronics,Karnataka,Mysuru,Supermarket,winter,13851.94,40,50.0,228,73,7,75.65
2024-12-30,IN-SKU-10779,FMCG,Karnataka,Mysuru,Supermarket,winter,122.12,36,57.0,86,116,6,169.78
2025-06-02,IN-SKU-10780,Electronics,Tamil Nadu,Chennai,Convenience Store,summer,6048.79,36,45.0,112,106,5,122.45
2023-06-18,IN-SKU-10781,Staples,Kerala,Kochi,Supermarket,summer,637.7,13,86.0,167,116,4,135.1
2023-03-23,IN-SKU-10782,FMCG,Kerala,Kochi,Convenience Store,summer,203.75,35,71.0,24,162,5,168.75
2024-02-25,IN-SKU-10783,Personal Care,Kerala,Kochi,Online,winter,418.69,33,232.0,286,57,2,222.9
2023-10-01,IN-SKU-10784,FMCG,Tamil Nadu,Chennai,Online,festival,82.97,18,306.0,343,147,4,343.37
2025-08-23,IN-SKU-10785,Home Care,Telangana,Warangal,Convenience Store,monsoon,,25,74.0,151,177,3,114.09
2024-08-10,IN-SKU-10786,Personal Care,Delhi NCR,Gurugram,Supermarket,monsoon,462.26,31,120.0,113,55,4,172.13
2025-06-04,IN-SKU-10787,FMCG,Telangana,Warangal,Supermarket,summer,53.58,23,212.0,247,177,10,231.58
2025-10-17,IN-SKU-10788,Personal Care,Delhi NCR,Gurugram,Hypermarket,festival,737.49,23,288.0,173,124,7,234.85
2023-11-18,IN-SKU-10789,FMCG,Karnataka,Mysuru,Online,festival,395.4,16,107.0,419,176,3,237.16
2025-07-13,IN-SKU-10790,Staples,Delhi NCR,Gurugram,Convenience Store,monsoon,123.93,12,146.0,143,48,10,171.6
2024-06-19,IN-SKU-10791,FMCG,Telangana,Hyderabad,Hypermarket,summer,330.85,29,249.0,57,99,4,296.85
2023-06-11,IN-SKU-10792,Personal Care,Kerala,Thiruvananthapuram,Convenience Store,summer,529.12,31,240.0,419,48,2,218.12
2023-06-06,IN-SKU-10793,Electronics,Tamil Nadu,Chennai,Supermarket,summer,5175.32,35,195.0,199,92,10,167.93
2023-01-24,IN-SKU-10794,Personal Care,Delhi NCR,Delhi,Supermarket,winter,509.02,17,26.0,221,69,6,128.3
2023-07-26,IN-SKU-10795,FMCG,Karnataka,Mysuru,Supermarket,monsoon,438.82,14,296.0,150,124,10,234.62
2024-02-27,IN-SKU-10796,FMCG,Tamil Nadu,Chennai,Hypermarket,winter,143.14,14,117.0,85,85,7,184.21
2024-06-05,IN-SKU-10797,Staples,Telangana,Warangal,Convenience Store,summer,623.37,22,59.0,373,99,7,122.97
2023-04-10,IN-SKU-10798,FMCG,Kerala,Thiruvananthapuram,Online,summer,286.7,14,140.0,237,127,10,174.2
2024-01-24,IN-SKU-10799,Home Care,Karnataka,Mysuru,Convenience Store,winter,482.96,21,264.0,47,162,6,221.23
2025-10-12,IN-SKU-10800,FMCG,Telangana,Hyderabad,Supermarket,festival,252.37,8,60.0,283,114,9,182.05
2023-09-17,IN-SKU-10801,Electronics,Telangana,Warangal,Supermarket,monsoon,6723.45,7,79.0,169,132,8,75.6
2025-11-12,IN-SKU-10802,Staples,Kerala,Thiruvananthapuram,Online,festival,389.27,25,106.0,301,107,2,231.62
2025-02-07,IN-SKU-10803,FMCG,Delhi NCR,Delhi,Convenience Store,winter,284.39,36,180.0,225,114,7,198.18
2025-01-03,IN-SKU-10804,Staples,Karnataka,Mysuru,Online,winter,475.6,2,35.0,373,146,5,129.27
2023-08-18,IN-SKU-10805,FMCG,Maharashtra,Nagpur,Supermarket,monsoon,296.0,23,293.0,163,136,5,258.75
2024-01-14,IN-SKU-10806,Personal Care,Maharashtra,Nagpur,Convenience Store,winter,389.63,9,217.0,264,117,5,200.57
2023-02-24,IN-SKU-10807,FMCG,Maharashtra,Nagpur,Online,,414.12,6,259.0,66,171,5,263.14
2023-07-24,IN-SKU-10808,Home Care,Kerala,Kochi,Supermarket,monsoon,,10,315.0,294,131,7,227.74
2024-03-13,IN-SKU-10809,Personal Care,Karnataka,Bengaluru,Online,summer,460.79,18,179.0,200,153,5,175.17
2025-04-26,IN-SKU-10810,Perishables,Maharashtra,Mumbai,Supermarket,summer,124.65,16,205.0,144,88,8,269.74
2023-01-28,IN-SKU-10811,Perishables,Delhi NCR,Delhi,Supermarket,winter,29.58,18,137.0,392,175,6,214.22
2023-07-02,IN-SKU-10812,Perishables,Delhi NCR,Gurugram,Hypermarket,monsoon,75.0,17,285.0,164,103,2,252.33
2025-10-17,IN-SKU-10813,Staples,Delhi NCR,Delhi,Supermarket,festival,590.66,26,184.0,134,112,3,267.16
2024-01-29,IN-SKU-10814,Perishables,Telangana,Warangal,Hypermarket,winter,88.72,22,59.0,34,56,4,197.06
2025-02-03,IN-SKU-10815,Perishables,Karnataka,Bengaluru,Convenience Store,winter,56.73,20,102.0,282,89,2,186.0
2025-02-20,IN-SKU-10816,FMCG,Delhi NCR,Gurugram,Supermarket,winter,105.32,33,255.0,385,104,9,287.14
2023-02-18,IN-SKU-10817,Home Care,Delhi NCR,Noida,Hypermarket,winter,177.75,21,43.0,402,174,2,150.49
2024-08-19,IN-SKU-10818,Electronics,Kerala,Thiruvananthapuram,Supermarket,monsoon,3906.33,15,256.0,239,101,4,180.13
2024-07-01,IN-SKU-10819,FMCG,Telangana,Warangal,Supermarket,monsoon,341.4,10,276.0,379,174,9,221.08
2024-10-23,IN-SKU-10820,Staples,Delhi NCR,Delhi,Supermarket,festival,239.39,31,174.0,236,74,8,238.35
2025-03-31,IN-SKU-10821,FMCG,Karnataka,Mysuru,Convenience Store,summer,340.96,24,48.0,257,66,8,159.66
2024-05-03,IN-SKU-10822,Staples,Telangana,Hyderabad,Supermarket,summer,108.9,35,79.0,133,62,6,163.38
2024-06-20,IN-SKU-10823,FMCG,Telangana,Warangal,Convenience Store,summer,420.51,40,269.0,279,122,10,259.02
2025-08-22,IN-SKU-10824,FMCG,Maharashtra,Pune,Hypermarket,monsoon,127.85,17,294.0,372,97,5,286.88
2025-03-14,IN-SKU-10825,Personal Care,Maharashtra,Nagpur,Convenience Store,summer,370.32,1,161.0,215,90,7,160.2
2023-10-21,IN-SKU-10826,Electronics,Kerala,Kochi,Hypermarket,festival,20647.33,24,262.0,65,159,7,157.13
2023-07-09,IN-SKU-10827,Electronics,Karnataka,Mysuru,Online,monsoon,745.23,1,83.0,92,46,8,138.97
2024-01-07,IN-SKU-10828,Perishables,Telangana,Warangal,Hypermarket,winter,120.7,33,176.0,212,50,6,235.39
2024-02-06,IN-SKU-10829,Electronics,Delhi NCR,Gurugram,Hypermarket,winter,21677.15,20,108.0,336,52,5,35.68
2024-05-28,IN-SKU-10830,Electronics,Maharashtra,Mumbai,Online,summer,21497.0,0,52.0,379,47,2,8.0
2025-03-02,IN-SKU-10831,FMCG,Karnataka,Mysuru,Hypermarket,summer,338.94,27,76.0,197,94,7,141.96
2024-02-02,IN-SKU-10832,Personal Care,Delhi NCR,Noida,Convenience Store,winter,566.68,34,183.0,43,86,8,219.9
2025-05-03,IN-SKU-10833,Personal Care,Karnataka,Bengaluru,Hypermarket,summer,76.54,35,37.0,160,118,9,151.87
2023-11-17,IN-SKU-10834,Home Care,Telangana,Hyderabad,Convenience Store,festival,336.57,9,71.0,64,139,10,141.38
2025-01-31,IN-SKU-10835,Electronics,Maharashtra,Mumbai,Hypermarket,winter,23149.33,13,58.0,127,72,2,8.0
2023-08-20,IN-SKU-10836,Staples,Karnataka,Bengaluru,Supermarket,monsoon,366.83,40,36.0,64,83,4,147.93
2024-09-15,IN-SKU-10837,FMCG,Tamil Nadu,Coimbatore,Convenience Store,monsoon,416.61,12,109.0,148,118,2,148.22
2025-08-24,IN-SKU-10838,FMCG,Delhi NCR,Delhi,Hypermarket,monsoon,157.74,12,285.0,34,171,10,272.86
2024-03-19,IN-SKU-10839,Electronics,Delhi NCR,Delhi,Supermarket,summer,10476.26,26,22.0,412,169,2,56.41
2025-02-22,IN-SKU-10840,Perishables,Maharashtra,Nagpur,Online,winter,61.73,15,257.0,241,100,10,262.03
2024-10-19,IN-SKU-10841,Staples,Delhi NCR,Noida,Hypermarket,festival,592.97,25,266.0,344,47,10,305.41
2024-12-29,IN-SKU-10842,Perishables,Telangana,Warangal,Convenience Store,winter,279.52,28,315.0,225,49,2,276.13
2023-01-19,IN-SKU-10843,FMCG,Delhi NCR,Noida,Supermarket,winter,407.07,31,250.0,316,53,5,250.15
2023-10-30,IN-SKU-10844,Perishables,Kerala,Kozhikode,Convenience Store,festival,208.81,33,273.0,147,119,10,300.59
2025-01-12,IN-SKU-10845,FMCG,Maharashtra,Nagpur,Online,winter,409.29,17,34.0,355,96,10,156.25
2025-10-25,IN-SKU-10846,FMCG,Delhi NCR,Gurugram,Supermarket,festival,241.22,23,304.0,249,119,9,320.31
2025-03-03,IN-SKU-10847,Personal Care,Delhi NCR,Delhi,Convenience Store,summer,273.26,13,39.0,174,91,6,100.1
2025-01-28,IN-SKU-10848,Staples,Tamil Nadu,Coimbatore,Supermarket,winter,174.62,9,248.0,337,72,3,236.01
2024-04-24,IN-SKU-10849,Electronics,Karnataka,Mysuru,Convenience Store,summer,26227.78,17,63.0,200,126,6,8.0
2024-04-07,IN-SKU-10850,Electronics,Karnataka,Mysuru,Supermarket,summer,26231.79,20,140.0,207,92,7,13.14
2024-09-06,IN-SKU-10851,Electronics,Delhi NCR,Delhi,Online,monsoon,18969.03,37,155.0,360,115,7,65.7
2025-03-26,IN-SKU-10852,Perishables,Kerala,Thiruvananthapuram,Hypermarket,summer,28.25,27,147.0,183,113,2,190.72
2023-11-25,IN-SKU-10853,Home Care,Karnataka,Bengaluru,Supermarket,festival,467.02,13,,231,50,10,143.85
2023-02-04,IN-SKU-10854,FMCG,Kerala,Kozhikode,Hypermarket,winter,189.81,20,219.0,193,46,5,232.07
2023-10-15,IN-SKU-10855,FMCG,Telangana,Hyderabad,Hypermarket,festival,379.82,11,250.0,195,106,8,306.11
2023-10-09,IN-SKU-10856,Home Care,Maharashtra,Pune,Hypermarket,festival,158.98,16,99.0,260,169,5,175.56
2025-07-23,IN-SKU-10857,Perishables,Kerala,Kochi,Online,monsoon,123.14,13,241.0,196,45,6,219.97
2024-08-19,IN-SKU-10858,Home Care,Karnataka,Mysuru,Online,monsoon,607.14,18,194.0,236,45,8,186.47
2024-09-16,IN-SKU-10859,Perishables,Tamil Nadu,Chennai,Online,monsoon,240.67,35,147.0,383,51,10,197.12
2023-11-14,IN-SKU-10860,Perishables,Kerala,Thiruvananthapuram,Online,festival,86.22,23,104.0,273,109,8,219.89
2023-05-15,IN-SKU-10861,Personal Care,Kerala,Kochi,Supermarket,summer,137.81,40,46.0,401,136,9,143.37
2024-05-06,IN-SKU-10862,FMCG,Telangana,Hyderabad,Convenience Store,summer,351.78,35,108.0,221,101,3,173.84
2025-07-28,IN-SKU-10863,Home Care,Delhi NCR,Gurugram,Hypermarket,monsoon,240.16,28,233.0,220,47,5,231.76
2025-08-01,IN-SKU-10864,Perishables,Karnataka,Bengaluru,Online,monsoon,118.68,30,101.0,98,175,2,174.9
2025-02-02,IN-SKU-10865,Personal Care,Kerala,Kochi,Convenience Store,winter,345.12,9,303.0,32,176,4,250.87
2025-01-23,IN-SKU-10866,Staples,Tamil Nadu,Coimbatore,Supermarket,winter,380.22,10,217.0,409,94,5,204.33
2024-11-11,IN-SKU-10867,Perishables,Karnataka,Mysuru,Online,festival,73.78,13,257.0,78,104,10,291.25
2023-06-23,IN-SKU-10868,FMCG,Delhi NCR,Gurugram,Convenience Store,summer,285.5,28,121.0,124,79,5,145.51
2023-12-07,IN-SKU-10869,Perishables,Telangana,Warangal,Supermarket,winter,175.97,35,52.0,130,45,8,180.39
2024-05-12,IN-SKU-10870,Staples,Telangana,Hyderabad,Online,summer,396.65,28,165.0,124,50,10,217.95
2023-11-16,IN-SKU-10871,Home Care,Telangana,Warangal,Convenience Store,festival,106.08,34,58.0,219,166,8,152.88
2023-12-07,IN-SKU-10872,Staples,Maharashtra,Nagpur,Convenience Store,winter,65.22,7,32.0,124,179,10,125.78
2025-11-11,IN-SKU-10873,Home Care,Maharashtra,Mumbai,Online,festival,715.43,26,102.0,31,106,3,189.91
2023-04-06,IN-SKU-10874,Perishables,Maharashtra,Pune,Supermarket,summer,203.59,14,217.0,234,55,6,201.49
2025-02-03,IN-SKU-10875,Personal Care,Maharashtra,Nagpur,Convenience Store,winter,122.2,15,307.0,142,161,8,264.83
2025-05-22,IN-SKU-10876,Electronics,Delhi NCR,Gurugram,Supermarket,summer,17574.45,27,268.0,223,47,10,113.69
2023-06-18,IN-SKU-10877,Home Care,Maharashtra,Nagpur,Online,summer,736.86,16,285.0,40,117,8,222.57
2024-09-19,IN-SKU-10878,Home Care,Karnataka,Mysuru,Convenience Store,monsoon,646.51,16,78.0,93,83,2,112.04
2023-08-26,IN-SKU-10879,Staples,Tamil Nadu,Coimbatore,Supermarket,monsoon,148.24,12,206.0,142,51,4,213.15
2023-02-17,IN-SKU-10880,FMCG,Telangana,Hyderabad,Hypermarket,winter,320.47,25,174.0,258,113,3,220.26
2023-01-13,IN-SKU-10881,Electronics,Kerala,Kozhikode,Convenience Store,winter,17441.42,11,286.0,43,49,4,124.06
2024-02-17,IN-SKU-10882,FMCG,Kerala,Thiruvananthapuram,Online,winter,93.89,10,97.0,296,83,4,164.24
2023-06-06,IN-SKU-10883,Home Care,Tamil Nadu,Coimbatore,Supermarket,summer,108.7,20,211.0,80,73,5,205.04
2023-09-29,IN-SKU-10884,Home Care,Tamil Nadu,Coimbatore,Online,monsoon,685.07,36,153.0,179,137,5,177.21
2024-03-13,IN-SKU-10885,FMCG,Delhi NCR,Gurugram,Online,summer,428.06,31,219.0,362,109,9,224.13
2023-10-20,IN-SKU-10886,FMCG,Maharashtra,Pune,Supermarket,festival,91.16,35,163.0,112,71,6,268.59
2023-02-12,IN-SKU-10887,FMCG,Delhi NCR,Noida,Convenience Store,winter,326.49,11,183.0,346,74,5,159.97
2023-12-06,IN-SKU-10888,Personal Care,Delhi NCR,Gurugram,Hypermarket,winter,61.9,29,92.0,325,114,7,170.29
2024-09-24,IN-SKU-10889,Perishables,Karnataka,Mysuru,Online,monsoon,127.43,8,93.0,214,151,5,158.1
2024-01-01,IN-SKU-10890,Personal Care,Delhi NCR,Noida,Hypermarket,winter,534.29,24,115.0,20,106,9,185.28
2023-02-19,IN-SKU-10891,Home Care,Kerala,Kozhikode,Supermarket,winter,355.12,3,272.0,203,164,7,224.83
2025-01-16,IN-SKU-10892,Staples,Tamil Nadu,Chennai,Convenience Store,winter,282.9,40,245.0,383,173,5,240.54
2023-01-12,IN-SKU-10893,Perishables,Karnataka,Bengaluru,Convenience Store,winter,249.31,23,213.0,113,66,2,230.29
2024-04-27,IN-SKU-10894,FMCG,Delhi NCR,Gurugram,Hypermarket,summer,87.13,6,314.0,189,48,4,258.53
2024-02-10,IN-SKU-10895,Staples,Kerala,Kozhikode,Supermarket,winter,191.73,40,313.0,415,130,6,265.48
2023-12-07,IN-SKU-10896,FMCG,Maharashtra,Pune,Convenience Store,winter,424.92,23,71.0,205,122,3,133.32
2025-03-21,IN-SKU-10897,Electronics,Maharashtra,Mumbai,Supermarket,summer,24142.78,10,43.0,231,157,6,8.0
2025-05-13,IN-SKU-10898,Home Care,Telangana,Warangal,Convenience Store,summer,548.45,7,27.0,123,147,6,74.68
2024-02-01,IN-SKU-10899,Perishables,Karnataka,Mysuru,Online,winter,209.22,12,58.0,395,144,10,137.28
2023-09-18,IN-SKU-10900,Perishables,Kerala,Thiruvananthapuram,Convenience Store,monsoon,204.73,29,78.0,397,171,9,158.43
2025-05-03,IN-SKU-10901,Staples,Tamil Nadu,Chennai,Convenience Store,summer,591.21,24,260.0,349,70,2,229.28
2023-11-29,IN-SKU-10902,Home Care,Karnataka,Bengaluru,Supermarket,festival,269.34,1,97.0,133,91,4,133.65
2024-12-02,IN-SKU-10903,FMCG,Karnataka,Mysuru,Online,winter,73.48,10,173.0,228,74,7,205.8
2023-09-05,IN-SKU-10904,Home Care,Karnataka,Bengaluru,Supermarket,monsoon,241.59,39,123.0,176,137,4,171.4
2023-12-03,IN-SKU-10905,Personal Care,Telangana,Warangal,Convenience Store,winter,879.94,15,80.0,177,66,10,109.04
2023-09-14,IN-SKU-10906,FMCG,Karnataka,Bengaluru,Online,monsoon,294.58,22,191.0,235,145,4,211.62
2025-11-19,IN-SKU-10907,FMCG,Tamil Nadu,Coimbatore,Hypermarket,festival,420.37,20,132.0,185,135,10,228.08
2023-07-27,IN-SKU-10908,FMCG,Tamil Nadu,Coimbatore,Online,monsoon,410.13,34,175.0,269,142,3,224.47
2025-10-27,IN-SKU-10909,Electronics,Telangana,Hyderabad,Supermarket,festival,16871.51,0,110.0,168,179,10,38.16
2025-07-13,IN-SKU-10910,Staples,Karnataka,Bengaluru,Online,monsoon,449.02,39,202.0,114,76,9,239.07
2023-06-29,IN-SKU-10911,Home Care,Karnataka,Bengaluru,Supermarket,summer,605.02,16,118.0,388,59,5,144.56
2025-06-02,IN-SKU-10912,Electronics,Tamil Nadu,Chennai,Convenience Store,summer,6964.04,6,82.0,389,127,6,82.46
2023-01-09,IN-SKU-10913,Staples,Maharashtra,Nagpur,Convenience Store,winter,270.59,37,37.0,403,49,10,152.7
2023-01-31,IN-SKU-10914,FMCG,Delhi NCR,Gurugram,Supermarket,winter,197.38,6,35.0,177,115,2,123.49
2024-10-28,IN-SKU-10915,FMCG,Delhi NCR,Delhi,Convenience Store,festival,138.54,28,247.0,246,46,7,304.39
2025-04-02,IN-SKU-10916,Personal Care,Tamil Nadu,Chennai,Online,summer,844.65,38,78.0,312,134,10,125.29
2024-02-28,IN-SKU-10917,Personal Care,Maharashtra,Mumbai,Supermarket,winter,372.04,39,146.0,319,160,9,196.47
2024-07-25,IN-SKU-10918,Perishables,Kerala,Kochi,Hypermarket,monsoon,47.48,24,70.0,180,64,7,180.06
2025-03-16,IN-SKU-10919,Electronics,Telangana,Warangal,Hypermarket,summer,885.35,30,226.0,186,152,6,218.3
2025-10-24,IN-SKU-10920,Personal Care,Maharashtra,Mumbai,Hypermarket,festival,244.11,14,159.0,320,147,7,216.59
2024-04-04,IN-SKU-10921,Electronics,Tamil Nadu,Coimbatore,Online,summer,9297.02,15,29.0,143,67,4,51.76
2024-01-30,IN-SKU-10922,Perishables,Delhi NCR,Delhi,Hypermarket,winter,29.5,35,183.0,45,170,2,298.01
2025-04-09,IN-SKU-10923,Staples,Telangana,Warangal,Convenience Store,summer,332.77,28,77.0,275,57,4,135.19
2023-07-08,IN-SKU-10924,Home Care,Telangana,Hyderabad,Supermarket,monsoon,348.18,28,240.0,85,109,5,226.99
2025-10-08,IN-SKU-10925,Staples,Kerala,Thiruvananthapuram,Convenience Store,festival,130.23,34,26.0,40,46,3,188.53
2025-03-10,IN-SKU-10926,Staples,Tamil Nadu,Coimbatore,Convenience Store,summer,453.17,8,54.0,378,101,9,113.84
2025-02-08,IN-SKU-10927,Perishables,Delhi NCR,Gurugram,Hypermarket,winter,275.16,19,55.0,322,86,9,148.29
2023-12-31,IN-SKU-10928,FMCG,Kerala,Thiruvananthapuram,Hypermarket,winter,298.81,22,192.0,309,74,6,223.69
2024-03-01,IN-SKU-10929,Staples,Kerala,Thiruvananthapuram,Supermarket,summer,234.14,20,71.0,174,90,7,178.05
2024-09-11,IN-SKU-10930,Personal Care,Kerala,Thiruvananthapuram,Hypermarket,monsoon,436.08,23,230.0,44,101,2,213.21
2025-02-28,IN-SKU-10931,Home Care,Tamil Nadu,Coimbatore,Hypermarket,winter,193.53,40,196.0,353,115,8,256.67
2023-11-23,IN-SKU-10932,Electronics,Telangana,Hyderabad,Convenience Store,festival,19405.32,29,170.0,274,93,3,83.58
2023-11-18,IN-SKU-10933,Home Care,Tamil Nadu,Coimbatore,Supermarket,festival,142.67,38,104.0,357,47,4,189.86
2023-06-11,IN-SKU-10934,Home Care,Kerala,Kochi,Supermarket,summer,725.94,22,197.0,23,68,7,178.12
2024-05-04,IN-SKU-10935,Home Care,Karnataka,Mysuru,Hypermarket,summer,615.07,31,301.0,88,70,5,241.8
2023-01-11,IN-SKU-10936,Home Care,Telangana,Hyderabad,Supermarket,winter,370.73,16,224.0,64,84,7,193.42
2024-10-12,IN-SKU-10937,Electronics,Maharashtra,Nagpur,Supermarket,festival,2809.0,6,305.0,377,85,4,277.73
2023-02-07,IN-SKU-10938,Personal Care,Delhi NCR,Gurugram,Online,winter,608.73,26,171.0,175,47,7,192.36
2025-04-09,IN-SKU-10939,Home Care,Kerala,Kochi,Hypermarket,summer,97.13,18,104.0,112,97,3,177.58
2023-03-07,IN-SKU-10940,FMCG,Telangana,Warangal,Supermarket,summer,378.19,33,185.0,329,95,9,222.41
2025-04-23,IN-SKU-10941,Personal Care,Maharashtra,Mumbai,Supermarket,summer,842.63,32,141.0,375,45,10,166.81
2023-01-14,IN-SKU-10942,Staples,Maharashtra,Mumbai,Supermarket,winter,56.06,37,253.0,84,152,9,276.04
2024-01-10,IN-SKU-10943,Perishables,Telangana,Hyderabad,Online,winter,243.64,23,106.0,231,83,4,171.71
2024-09-19,IN-SKU-10944,Electronics,Kerala,Kochi,Supermarket,monsoon,15705.78,23,51.0,266,109,2,35.85
2024-06-22,IN-SKU-10945,Home Care,Kerala,Thiruvananthapuram,Online,summer,545.56,5,244.0,125,143,10,194.98
2025-09-27,IN-SKU-10946,Personal Care,Telangana,Warangal,Supermarket,monsoon,153.56,38,304.0,64,145,4,290.77
2024-09-18,IN-SKU-10947,Electronics,Maharashtra,Mumbai,Hypermarket,monsoon,14442.74,12,243.0,240,167,9,144.07
2024-01-03,IN-SKU-10948,Home Care,Karnataka,Bengaluru,Convenience Store,winter,610.49,26,63.0,291,92,9,119.45
2025-09-24,IN-SKU-10949,Perishables,Delhi NCR,Noida,Online,monsoon,84.23,12,144.0,167,107,6,190.66
2025-06-26,IN-SKU-10950,Personal Care,Tamil Nadu,Chennai,Online,summer,734.11,32,140.0,400,104,6,166.17
2024-11-26,IN-SKU-10951,FMCG,Telangana,Hyderabad,Convenience Store,festival,185.06,25,180.0,20,85,4,244.27
2024-06-12,IN-SKU-10952,Staples,Maharashtra,Mumbai,Convenience Store,summer,362.36,17,33.0,368,96,7,142.09
2023-12-15,IN-SKU-10953,Personal Care,Tamil Nadu,Coimbatore,Hypermarket,winter,404.82,27,180.0,40,147,9,205.87
2024-05-21,IN-SKU-10954,FMCG,Karnataka,Mysuru,Convenience Store,summer,143.02,17,68.0,81,78,9,154.35
2025-08-01,IN-SKU-10955,Personal Care,Maharashtra,Pune,Convenience Store,monsoon,636.24,4,73.0,310,162,9,100.64
2023-05-23,IN-SKU-10956,Perishables,Telangana,Warangal,Supermarket,summer,98.61,27,291.0,184,79,7,281.33
2024-01-01,IN-SKU-10957,Personal Care,Karnataka,Bengaluru,Supermarket,winter,462.15,0,98.0,176,145,7,128.66
2023-05-23,IN-SKU-10958,FMCG,Telangana,Warangal,Supermarket,summer,168.39,40,133.0,293,130,10,224.26
2023-01-15,IN-SKU-10959,Electronics,Karnataka,Bengaluru,Online,winter,3923.07,13,123.0,103,85,3,130.68
2023-02-11,IN-SKU-10960,Perishables,Karnataka,Mysuru,Supermarket,winter,277.95,17,297.0,50,160,5,281.59
2024-06-25,IN-SKU-10961,Electronics,Tamil Nadu,Chennai,Supermarket,summer,10211.5,24,315.0,92,106,7,199.09
2023-02-08,IN-SKU-10962,Home Care,Tamil Nadu,Chennai,Convenience Store,winter,170.97,27,202.0,330,128,5,192.83
2025-03-17,IN-SKU-10963,Perishables,Maharashtra,Pune,Supermarket,summer,234.56,32,171.0,150,121,9,215.28
2023-04-26,IN-SKU-10964,FMCG,Tamil Nadu,Coimbatore,Hypermarket,summer,103.6,20,53.0,130,102,4,176.05
2025-02-05,IN-SKU-10965,Staples,Kerala,Thiruvananthapuram,Supermarket,winter,68.51,19,30.0,160,68,7,143.03
2024-02-29,IN-SKU-10966,FMCG,Tamil Nadu,Chennai,Supermarket,winter,115.94,29,36.0,232,57,7,165.77
2023-11-15,IN-SKU-10967,Home Care,Kerala,Kozhikode,Hypermarket,festival,699.99,29,317.0,163,136,9,260.05
2023-05-02,IN-SKU-10968,Perishables,Telangana,Hyderabad,Hypermarket,summer,218.43,21,102.0,234,146,2,189.41
2025-05-10,IN-SKU-10969,Personal Care,Karnataka,Bengaluru,Supermarket,summer,668.56,0,190.0,180,143,9,150.7
2023-01-04,IN-SKU-10970,Personal Care,Tamil Nadu,Coimbatore,Hypermarket,winter,722.78,22,268.0,74,89,3,232.39
2024-06-22,IN-SKU-10971,FMCG,Maharashtra,Mumbai,Convenience Store,summer,77.17,16,100.0,286,65,9,161.67
2023-04-30,IN-SKU-10972,Staples,Tamil Nadu,Coimbatore,Supermarket,summer,107.26,40,310.0,291,120,4,283.33
2023-03-15,IN-SKU-10973,Home Care,Telangana,Warangal,Online,summer,239.01,18,198.0,82,99,4,202.77
2024-06-08,IN-SKU-10974,Personal Care,Tamil Nadu,Chennai,Convenience Store,summer,335.88,9,265.0,374,153,9,217.44
2024-08-31,IN-SKU-10975,Personal Care,Tamil Nadu,Coimbatore,Hypermarket,monsoon,564.22,22,60.0,183,85,4,126.24
2025-03-20,IN-SKU-10976,Home Care,Maharashtra,Nagpur,Hypermarket,summer,95.84,8,256.0,383,80,2,243.83
2024-02-25,IN-SKU-10977,Electronics,Delhi NCR,Gurugram,Online,winter,9217.08,24,279.0,336,119,6,188.93
2023-03-05,IN-SKU-10978,Personal Care,Kerala,Kochi,Convenience Store,summer,798.98,16,282.0,308,51,7,204.57
2025-03-04,IN-SKU-10979,Staples,Delhi NCR,Delhi,Supermarket,summer,388.64,2,137.0,52,91,9,186.46
